numero,pregunta,A,B,C,D,letra_correcta,texto_respuesta_correcta,bloque_bruto
557,El Conjunto Mínimo Básico de Datos de Hospitalización:,"En 1981, por la Comisión de las Comunidades Europeas, se definió el Conjunto Mínimo Básico de Datos al alta hospitalaria como un núcleo de información mínima y común sobre los episodios de hospitalización",En el año 1987 el Consejo Interterritorial del Sistema Nacional de Salud aprueba el Conjunto Mínimo Básico de Datos (CMBD) que incluye un conjunto de datos administrativos y clínicos de manera estandarizada por cada contacto asistencial que permita conocer la morbilidad atendida en los hospitales públicos y privados,El Plan Estadístico Nacional (PEN) incluye la explotación estadística del CMBD entre las operaciones estadísticas del sector salud,Todas son ciertas,D,Todas son ciertas,"557. El Conjunto Mínimo Básico de Datos de Hospitalización:
A) En 1981, por la Comisión de las Comunidades Europeas, se definió el Conjunto Mínimo Básico de Datos al
alta hospitalaria como un núcleo de información mínima y común sobre los episodios de hospitalización
B) En el año 1987 el Consejo Interterritorial del Sistema Nacional de Salud aprueba el Conjunto Mínimo Básico
de Datos (CMBD) que incluye un conjunto de datos administrativos y clínicos de manera estandarizada por
cada contacto asistencial que permita conocer la morbilidad atendida en los hospitales públicos y privados
C) El Plan Estadístico Nacional (PEN) incluye la explotación estadística del CMBD entre las operaciones
estadísticas del sector salud
D) Todas son ciertas
Respuesta Correcta: D"
558,El Real Decreto 69/2015:,Regula el Registro de Actividad de Atención Sanitaria Especializada con base en el actual Conjunto Mínimo Básico de Datos (RAE-CMBD),Regula el Registro de Actividad de Atención Sanitaria con base en el actual Conjunto Mínimo Básico de Datos (RAE-CMBD),No tiene carácter de legislación básica,Se aplica solo a centros públicos,A,Regula el Registro de Actividad de Atención Sanitaria Especializada con base en el actual Conjunto Mínimo Básico de Datos (RAE-CMBD),"558. El Real Decreto 69/2015:
A) Regula el Registro de Actividad de Atención Sanitaria Especializada con base en el actual Conjunto Mínimo
Básico de Datos (RAE-CMBD)
B) Regula el Registro de Actividad de Atención Sanitaria con base en el actual Conjunto Mínimo Básico de
Datos (RAE-CMBD)
C) No tiene carácter de legislación básica
D) Se aplica solo a centros públicos
Respuesta Correcta: A"
559,"El Real Decreto 69/2015 establece un registro, ¿cuál de las siguientes afirmaciones es falsa?","Tiene naturaleza administrativa y se integra en el Sistema de Información Sanitaria del Sistema Nacional de Salud previsto en el artículo 53 de la Ley 16/2003, de 28 de mayo, de cohesión y calidad del Sistema Nacional de Salud",Es uno de sus objetivos conocer la demanda asistencial y la morbilidad atendida,"Favorece la realización de estudios de investigación clínica, epidemiológica y de evaluación de servicios sanitarios y de resultados de salud",Entre sus contenidos no está el régimen de financiación,D,Entre sus contenidos no está el régimen de financiación,"559. El Real Decreto 69/2015 establece un registro, ¿cuál de las siguientes afirmaciones es falsa?
A) Tiene naturaleza administrativa y se integra en el Sistema de Información Sanitaria del Sistema Nacional de
Salud previsto en el artículo 53 de la Ley 16/2003, de 28 de mayo, de cohesión y calidad del Sistema
Nacional de Salud
B) Es uno de sus objetivos conocer la demanda asistencial y la morbilidad atendida
C) Favorece la realización de estudios de investigación clínica, epidemiológica y de evaluación de servicios
sanitarios y de resultados de salud
D) Entre sus contenidos no está el régimen de financiación
Respuesta Correcta: D"
560,"De acuerdo al Real Decreto 69/2015, no se registran las modalidades asistenciales:",Hospitalización,Cirugía ambulatoria,Procedimientos ambulatorios sin complejidad,Urgencia,C,Procedimientos ambulatorios sin complejidad,"560. De acuerdo al Real Decreto 69/2015, no se registran las modalidades asistenciales:

A) Hospitalización
B) Cirugía ambulatoria
C) Procedimientos ambulatorios sin complejidad
D) Urgencia
Respuesta Correcta: C"
561,"¿Qué respuesta es falsa, según el Real Decreto 69/2015?",Las Comunidades Autónomas estarán obligadas a suministrar datos al órgano responsable del registro,Las Comunidades Autónomas establecen el calendario para suministrar los datos,Tanto para el suministro como consulta de los datos del registro por las Comunidades Autónomas es necesarios utilizar sistemas de certificado electrónico reconocido,La información disociada estará a disposición de las administraciones públicas sanitarias,B,Las Comunidades Autónomas establecen el calendario para suministrar los datos,"561. ¿Qué respuesta es falsa, según el Real Decreto 69/2015?
A) Las Comunidades Autónomas estarán obligadas a suministrar datos al órgano responsable del registro
B) Las Comunidades Autónomas establecen el calendario para suministrar los datos
C) Tanto para el suministro como consulta de los datos del registro por las Comunidades Autónomas es
necesarios utilizar sistemas de certificado electrónico reconocido
D) La información disociada estará a disposición de las administraciones públicas sanitarias
Respuesta Correcta: B"
562,"¿Qué se entiende por ""gestión de almacenes""?",Control de la temperatura en almacenes.,Organización y control de los recursos almacenados.,Marketing de productos almacenados.,Mantenimiento de equipos en almacenes.,B,Organización y control de los recursos almacenados.,"562. ¿Qué se entiende por ""gestión de almacenes""?
A) Control de la temperatura en almacenes.
B) Organización y control de los recursos almacenados.
C) Marketing de productos almacenados.
D) Mantenimiento de equipos en almacenes.
Respuesta Correcta: B"
563,¿Cuál de los siguientes NO es un objetivo de la gestión de existencias?,Minimizar costos de almacenamiento.,Maximizar las compras a granel.,Evitar roturas de stock.,Reducir exceso de inventario.,B,Maximizar las compras a granel.,"563. ¿Cuál de los siguientes NO es un objetivo de la gestión de existencias?
A) Minimizar costos de almacenamiento.
B) Maximizar las compras a granel.
C) Evitar roturas de stock.
D) Reducir exceso de inventario.
Respuesta Correcta: B"
564,El cálculo del stock de seguridad se basa en:,Demanda esperada.,Ventas históricas.,Los plazos de entrega y la desviación estándar de la demanda.,Inventario máximo.,B,Ventas históricas.,"564. El cálculo del stock de seguridad se basa en:

A) Demanda esperada.
B) Ventas históricas.
C) Los plazos de entrega y la desviación estándar de la demanda.
D) Inventario máximo.
Respuesta Correcta: B"
565,¿Qué método de identificación de productos utiliza códigos de barras?,RFID.,FIFO.,LIFO.,EAN.,D,EAN.,"565. ¿Qué método de identificación de productos utiliza códigos de barras?
A) RFID.
B) FIFO.
C) LIFO.
D) EAN.
Respuesta Correcta: D"
566,El control de consumos en la gestión de almacenes se refiere a:,Controlar la cantidad de personal en el almacén.,Supervisar las salidas de productos del almacén.,Regular la temperatura dentro del almacén.,Revisar los contratos de arrendamiento del almacén.,B,Supervisar las salidas de productos del almacén.,"566. El control de consumos en la gestión de almacenes se refiere a:
A) Controlar la cantidad de personal en el almacén.
B) Supervisar las salidas de productos del almacén.
C) Regular la temperatura dentro del almacén.
D) Revisar los contratos de arrendamiento del almacén.
Respuesta Correcta: B"
567,"¿Qué se entiende por ""gestión de residuos sanitarios""?",Mantener el saneamiento en las áreas comunes.,Gestionar la limpieza en las habitaciones de los pacientes.,Manejar de manera segura y ecológica los desechos generados en el ámbito sanitario.,Gestionar la distribución de alimentos en el comedor de personal.,C,Manejar de manera segura y ecológica los desechos generados en el ámbito sanitario.,"567. ¿Qué se entiende por ""gestión de residuos sanitarios""?
A) Mantener el saneamiento en las áreas comunes.
B) Gestionar la limpieza en las habitaciones de los pacientes.
C) Manejar de manera segura y ecológica los desechos generados en el ámbito sanitario.
D) Gestionar la distribución de alimentos en el comedor de personal.
Respuesta Correcta: C"
568,"En el contexto de la gestión de inmovilizado, ¿qué se entiende por ""activo fijo""?",Bienes de consumo diario.,Recursos financieros disponibles.,Bienes que se adquieren para su uso a largo plazo.,Bienes que se adquieren para su reventa inmediata.,C,Bienes que se adquieren para su uso a largo plazo.,"568. En el contexto de la gestión de inmovilizado, ¿qué se entiende por ""activo fijo""?

A) Bienes de consumo diario.
B) Recursos financieros disponibles.
C) Bienes que se adquieren para su uso a largo plazo.
D) Bienes que se adquieren para su reventa inmediata.
Respuesta Correcta: C"
569,¿Cuál es el objetivo principal del mantenimiento preventivo en la gestión de activos?,Reparar equipos dañados.,Mejorar la eficiencia en la producción.,Extender la vida útil de los activos.,Eliminar activos obsoletos.,C,Extender la vida útil de los activos.,"569. ¿Cuál es el objetivo principal del mantenimiento preventivo en la gestión de activos?
A) Reparar equipos dañados.
B) Mejorar la eficiencia en la producción.
C) Extender la vida útil de los activos.
D) Eliminar activos obsoletos.
Respuesta Correcta: C"
570,¿Cuál de estas cuatro opciones se ajusta a los tipos de mantenimientos que existen de equipos e instalaciones?,"Correctivos, planificados y no planificados","Correctivos, predictivos y preventivos",Paliativos y curativos,"Planificados, correctivos y predictivos.",B,"Correctivos, predictivos y preventivos","570. ¿Cuál de estas cuatro opciones se ajusta a los tipos de mantenimientos que existen de equipos e instalaciones?
A) Correctivos, planificados y no planificados
B) Correctivos, predictivos y preventivos
C) Paliativos y curativos
D) Planificados, correctivos y predictivos.
Respuesta Correcta: B"
571,¿Qué ventajas tiene el mantenimiento correctivo?,Menor infraestructura del servicio de mantenimiento,Mayor fiabilidad de las reparaciones,Menos pérdidas económicas para la empresa,Reduce los tiempos de parada de los equipos y máquinas.,A,Menor infraestructura del servicio de mantenimiento,"571. ¿Qué ventajas tiene el mantenimiento correctivo?
A) Menor infraestructura del servicio de mantenimiento
B) Mayor fiabilidad de las reparaciones
C) Menos pérdidas económicas para la empresa

D) Reduce los tiempos de parada de los equipos y máquinas.
Respuesta Correcta: A"
572,¿Qué ventajas tiene el mantenimiento predictivo?,Reduce los tiempos de parada de los equipos e instalaciones,Menor inversión inicial del servicio de mantenimiento,Personal de mantenimiento con menores necesidades de cualificación técnica,Menor fiabilidad en las instalaciones,A,Reduce los tiempos de parada de los equipos e instalaciones,"572. ¿Qué ventajas tiene el mantenimiento predictivo?
A) Reduce los tiempos de parada de los equipos e instalaciones
B) Menor inversión inicial del servicio de mantenimiento
C) Personal de mantenimiento con menores necesidades de cualificación técnica
D) Menor fiabilidad en las instalaciones
Respuesta Correcta: A"
573,¿Qué problema plantea el mantenimiento preventivo?,Trabajos rutinarios,Aumento de los tiempos de parada de los equipos,Mayor costo de las reparaciones,Personal de mantenimiento con bajas necesidades de cualificación técnica.,A,Trabajos rutinarios,"573. ¿Qué problema plantea el mantenimiento preventivo?
A) Trabajos rutinarios
B) Aumento de los tiempos de parada de los equipos
C) Mayor costo de las reparaciones
D) Personal de mantenimiento con bajas necesidades de cualificación técnica.
Respuesta Correcta: A"
574,¿Quién debe estar incluido en la realización de un Plan de Mantenimiento de un equipo de trabajo?,Solo el personal autorizado y cualificado,Todo el personal de la empresa relacionado con el equipo de trabajo,Solo el personal autorizado,Solo los usuarios del equipo.,B,Todo el personal de la empresa relacionado con el equipo de trabajo,"574. ¿Quién debe estar incluido en la realización de un Plan de Mantenimiento de un equipo de trabajo?
A) Solo el personal autorizado y cualificado
B) Todo el personal de la empresa relacionado con el equipo de trabajo
C) Solo el personal autorizado
D) Solo los usuarios del equipo.
Respuesta Correcta: B"
